"","chamber","id","datetimeFM","deltadiff","xsi","DELTA","del13_samp","del13_ref","FluxH2O","FluxCO2","datetime","date","VPDair","period","WUE","PAR","RefCO2","TAref","Tair_al","RH_al","campaign","day","month","flux_campaign","fluxC_gfm","fluxCO2_fm","fluxCO2_umols","temp"
"406","1","5-2",2014-03-23 12:15:00,-4.18670466666663,-44.0401943904296,229.799360043206,-13.2503033333333,-9.06359866666667,0.019421149045229,0.0985440239310265,2014-03-23 12:08:00,2014-03-23,1.07227620142601,"Day",5.07405734344205,1361.80004882812,392.200012207031,27.3600006103516,26.5335350036621,69.0890960693359,5,2,"March",5,1.06427545845509,0.0886896215379239,9.85440239310265e-05,"ambient"
"407","1","5-2",2014-03-23 12:30:00,-4.2676115,-33.9729463315931,172.276384925658,-13.442605,-9.1749935,0.0122468341141939,0.115308173000813,2014-03-23 12:23:00,2014-03-23,1.31972248242014,"Day",9.41534538033563,1601.19995117188,391,27.4599990844727,27.331714630127,63.6971664428711,5,2,"March",5,1.24532826840878,0.103777355700732,0.000115308173000813,"ambient"
"408","1","5-2",2014-03-23 12:45:00,-4.10589066666667,-45.0872983728063,230.862691391163,-12.99933,-8.89343933333333,0.00819541048258543,0.0489951558411121,2014-03-23 12:38:00,2014-03-23,1.19915719557021,"Day",5.97836507948233,356.600006103516,391,26.7199993133545,25.6615829467773,63.6043014526367,5,2,"March",5,0.529147683084011,0.0440956402570009,4.89951558411121e-05,"ambient"
"409","1","5-2",2014-03-23 13:00:00,-4.13525325,-46.7712851622667,243.791999164291,-13.244115,-9.10886175,0.0077038467861712,0.0121631734073162,2014-03-23 12:53:00,2014-03-23,1.02401034237197,"Day",1.57884414694614,118,393.399993896484,25.4799995422363,24.3501510620117,66.3951263427734,5,2,"March",5,0.131362272799015,0.0109468560665846,1.21631734073162e-05,"ambient"
"410","1","5-2",2014-03-23 13:15:00,-4.1448013333333,-44.8815129162132,232.32594425915,-13.2682833333333,-9.123482,0.00959721859544516,0.0104345064610243,2014-03-23 13:08:00,2014-03-23,0.534198400196299,"Day",1.08724276281219,114,395.700012207031,22.5400009155273,21.9063682556152,79.6796188354492,5,2,"March",5,0.112692669779062,0.00939105581492187,1.04345064610243e-05,"ambient"
"411","1","5-2",2014-03-23 13:30:00,-4.0973775,-104.619327069702,767.748665493792,-12.99501,-8.8976325,0.00472361175343394,0.0208830013871193,2014-03-23 13:23:00,2014-03-23,0.43146942302212,"Day",4.42098175658444,294,394.5,21.0400009155273,21.0369186401367,82.6903381347656,5,2,"March",5,0.225536414980888,0.0187947012484074,2.08830013871193e-05,"ambient"
"412","1","5-2",2014-03-23 13:45:00,-4.3771213333333,-31.1639406994083,160.468550480476,-13.5288233333333,-9.151702,0.0189710203558207,0.0766019970178604,2014-03-23 13:38:00,2014-03-23,0.392380796982682,"Day",4.03784275073837,890.599975585938,393.399993896484,23.1800003051758,23.3472747802734,86.3233947753906,5,2,"March",5,0.827301567792892,0.0689417973160744,7.66019970178604e-05,"ambient"
"413","1","5-2",2014-03-23 14:00:00,-3.8454935,-39.7490850986715,183.258624988893,-13.05154,-9.2060465,0.0030863278079778,0.0568419732153416,2014-03-23 13:53:00,2014-03-23,0.498721767659101,"Day",18.4173479785303,423.799987792969,389.899993896484,24,23.1364326477051,82.3941497802734,5,2,"March",5,0.613893310725689,0.0511577758938074,5.68419732153416e-05,"ambient"
"414","1","5-2",2014-03-23 14:15:00,-3.25058400000003,-70.4914615710297,302.136472275236,-12.4678166666667,-9.21723266666667,0.00928342156112194,0.0466904304921627,2014-03-23 14:08:00,2014-03-23,0.482658355410103,"Day",5.02944202035354,286,395.700012207031,24.0599994659424,23.3439788818359,83.1733856201172,5,2,"March",5,0.504256649315357,0.0420213874429464,4.66904304921627e-05,"ambient"
"415","1","5-2",2014-03-23 14:30:00,-2.85444275,-111.871904505138,477.514373738553,-11.93018,-9.07573725,0.00568677438423038,0.0262956786900759,2014-03-23 14:23:00,2014-03-23,0.566283488984844,"Day",4.62400596777581,184.600006103516,392.200012207031,24.2399997711182,23.5255165100098,80.4728851318359,5,2,"March",5,0.28399332985282,0.0236661108210683,2.62956786900759e-05,"ambient"
"416","1","5-2",2014-03-23 14:45:00,-2.89782033333333,-66.7904614582543,243.548727921428,-11.75906,-8.86123966666667,0.00464982306584716,0.0141527149826288,2014-03-23 14:38:00,2014-03-23,0.571042113612804,"Day",3.04371043418408,76.8000030517578,391,24,23.2137508392334,79.9350280761719,5,2,"March",5,0.152849321812391,0.0127374434843659,1.41527149826288e-05,"ambient"
"417","1","5-2",2014-03-23 15:00:00,-3.01991066666663,-53.0336536961689,193.444828353603,-11.9228233333333,-8.90291266666667,-0.00309997494332492,0.0272183325141668,2014-03-23 14:53:00,2014-03-23,0.394991853535273,"Day",-8.78017823104512,519.200012207031,392.200012207031,20.1599998474121,20.3181533813477,83.4366302490234,5,2,"March",5,0.293957991153001,0.0244964992627501,2.72183325141668e-05,"ambient"
"418","1","5-2",2014-03-23 15:15:00,-3.01215175,-29.8033998027238,99.9270101313375,-11.8482825,-8.83613075,0.0131933698430657,0.0510402098298073,2014-03-23 15:08:00,2014-03-23,0.208042540980204,"Day",3.86862571404631,314.200012207031,391,20.9599990844727,21.0479679107666,91.659423828125,5,2,"March",5,0.551234266161919,0.0459361888468266,5.10402098298073e-05,"ambient"
"419","1","5-2",2014-03-23 15:30:00,-2.86148333333337,-30.2098223536847,95.8501428236769,-11.6795166666667,-8.81803333333333,0.0107998717576265,0.0556460916996002,2014-03-23 15:23:00,2014-03-23,0.196553032716231,"Day",5.15247708013798,401.200012207031,391,21.9400005340576,21.5932731628418,92.3789825439453,5,2,"March",5,0.600977790355682,0.0500814825296402,5.56460916996002e-05,"ambient"
"420","1","5-2",2014-03-23 15:45:00,-2.3957335,-45.1340847039355,122.801349808495,-11.34918,-8.9534465,0.00801625847816467,0.0288548339158297,2014-03-23 15:38:00,2014-03-23,0.17375474768443,"Day",3.59953886148092,269.799987792969,388.700012207031,21.8199996948242,21.3082122802734,93.1443634033203,5,2,"March",5,0.311632206290961,0.0259693505242467,2.88548339158297e-05,"ambient"
"421","1","5-2",2014-03-23 16:00:00,-1.92063266666663,-94.3141343703112,224.168848235732,-10.7930533333333,-8.87242066666667,0.0127108264714479,0.0532988235354424,2014-03-23 15:53:00,2014-03-23,0.165919911202866,"Day",4.19318316202069,347,389.899993896484,22.7600002288818,22.2676124572754,93.825927734375,5,2,"March",5,0.575627294182778,0.0479689411818982,5.32988235354424e-05,"ambient"
"422","1","5-2",2014-03-23 16:15:00,-2.030452,-107.742944954018,283.938275048598,-10.7597575,-8.7293055,-0.00231166463345289,0.029652351513505,2014-03-23 16:08:00,2014-03-23,0.364854657329048,"Day",-12.8272722108543,227.600006103516,388.700012207031,22.7000007629395,21.2379684448242,85.5422439575195,5,2,"March",5,0.320245396345854,0.0266871163621545,2.9652351513505e-05,"ambient"
"423","1","5-2",2014-03-23 16:30:00,-2.24103533333333,-67.6585824997618,181.105778347759,-11.15531,-8.91427466666667,0.00291826645843685,0.011915348470211,2014-03-23 16:23:00,2014-03-23,0.435290342552891,"Day",4.08302279449609,104.800003051758,391,22.0599994659424,21.4353504180908,82.9584808349609,5,2,"March",5,0.128685763478279,0.0107238136231899,1.1915348470211e-05,"ambient"
"424","1","5-2",2014-03-23 16:45:00,-2.37435675,-40.6711209783563,108.238704859577,-11.25832,-8.88396325,0.00679209129884839,0.00287792785093188,2014-03-23 16:38:00,2014-03-23,0.277433092555238,"Day",0.423717486162154,56.4000015258789,393.399993896484,21.3199996948242,21.0575504302979,88.8840484619141,5,2,"March",5,0.0310816207900643,0.00259013506583869,2.87792785093188e-06,"ambient"
"425","1","5-2",2014-03-23 17:00:00,-2.02737399999997,-57.6058190051762,133.886565451744,-10.9167733333333,-8.88939933333333,0.00633213669061661,-0.00426486693322659,2014-03-23 16:53:00,2014-03-23,0.193940906638971,"Day",-0.673527300752455,44.5999984741211,400.399993896484,21.8999996185303,21.2161178588867,92.3045806884766,5,2,"March",5,-0.0460605628788472,-0.00383838023990393,-4.26486693322659e-06,"ambient"
"426","1","5-2",2014-03-23 17:15:00,-2.01701075,-64.0807444707951,150.323413059519,-10.9253,-8.90828925,-6.34042808087543e-05,-0.00339166494086385,2014-03-23 17:08:00,2014-03-23,0.254367659661632,"Day",53.4926805824688,99,402.799987792969,21.8799991607666,20.8975677490234,89.7075500488281,5,2,"March",5,-0.0366299813613296,-0.00305249844677747,-3.39166494086385e-06,"ambient"
"427","1","5-2",2014-03-23 17:30:00,-2.02022533333333,-44.9047211417892,100.98581575239,-10.96158,-8.94135466666667,0.000503009534440935,0.00428558001294732,2014-03-23 17:23:00,2014-03-23,0.266823121499525,"Day",8.5198782915924,103.199996948242,405.100006103516,21.0599994659424,20.6199073791504,89.0175018310547,5,2,"March",5,0.0462842641398311,0.00385702201165259,4.28558001294732e-06,"ambient"
"428","1","5-2",2014-03-23 17:45:00,-1.5768146666667,-141.004430140929,289.875023679859,-10.6493466666667,-9.072532,0.00406583724543452,0.00534099340438843,2014-03-23 17:38:00,2014-03-23,0.185134238907481,"Day",1.3136269560189,55.7999992370605,405.100006103516,20.7199993133545,20.3489570617676,92.2514343261719,5,2,"March",5,0.0576827287673951,0.00480689406394959,5.34099340438843e-06,"ambient"
"429","1","5-2",2014-03-23 18:00:00,-1.09018416666667,29.5443607521534,-31.525022655328,-10.5189875,-9.42880333333333,-0.00541166495531797,-0.00651933578774333,2014-03-23 17:53:00,2014-03-23,0.456180534630022,"Day",1.20468207872641,23.7999992370605,403.899993896484,21.4200000762939,20.4736633300781,81.0534820556641,5,2,"March",5,-0.070408826507628,-0.005867402208969,-6.51933578774333e-06,"ambient"
"430","1","5-2",2014-03-23 18:15:00,-1.4426951666667,-94.3498683809035,159.500576717425,-10.4799766666667,-9.0372815,-0.00130978575907648,-0.00918564945459366,2014-03-23 18:08:00,2014-03-23,0.414542431419804,"Night",7.0130930886517,1.60000002384186,406.299987792969,20.1800003051758,19.6262626647949,81.8559417724609,5,2,"March",5,-0.0992050141096115,-0.00826708450913429,-9.18564945459366e-06,"ambient"
"431","1","5-2",2014-03-23 18:30:00,-1.561437,-58.8258535186505,102.327886450595,-10.514365,-8.952928,0.00167101318947971,-0.00616255309432745,2014-03-23 18:23:00,2014-03-23,0.354467864409505,"Night",-3.68791409494873,0,408.600006103516,19.9400005340576,19.4420471191406,84.306755065918,5,2,"March",5,-0.0665555734187365,-0.00554629778489471,-6.16255309432745e-06,"ambient"
"432","1","5-2",2014-03-23 18:45:00,-1.12010666666663,-134.740331622493,179.954149718746,-10.3986933333333,-9.27858666666667,0.00260571483522654,-0.0136006008833647,2014-03-23 18:38:00,2014-03-23,0.302446905021269,"Night",-5.21952774704998,0,418,19.8600006103516,19.4352493286133,86.6042022705078,5,2,"March",5,-0.146886489540339,-0.0122405407950282,-1.36006008833647e-05,"ambient"
"433","1","5-2",2014-03-23 19:00:00,-1.12844575,-89.3977464118266,113.496792522033,-10.279335,-9.15088925,0.00312812835909426,-0.011592767201364,2014-03-23 18:53:00,2014-03-23,0.264328445339669,"Night",-3.70597554530041,0,415.700012207031,20.2199993133545,19.6069030761719,88.4167251586914,5,2,"March",5,-0.125201885774731,-0.0104334904812276,-1.1592767201364e-05,"ambient"
"434","1","5-2",2014-03-23 19:15:00,-1.09675699999997,-42.7018361180709,49.6704653611396,-10.2814433333333,-9.18468633333333,0.00110662856604904,-0.0145058184862137,2014-03-23 19:08:00,2014-03-23,0.297909390824026,"Night",-13.1081185966519,0,433.299987792969,20.5599994659424,19.7976150512695,87.0987243652344,5,2,"March",5,-0.156662839651108,-0.0130552366375923,-1.45058184862137e-05,"ambient"
"435","1","5-2",2014-03-23 19:30:00,-0.927556000000001,-72.7522959570703,73.173125771789,-10.2966875,-9.3691315,0.00224244734272361,-0.0172033701092005,2014-03-23 19:23:00,2014-03-23,0.286358265567388,"Night",-7.67169412696478,0,447.399993896484,20.3799991607666,19.9423179626465,87.7096557617188,5,2,"March",5,-0.185796397179365,-0.0154830330982804,-1.72033701092005e-05,"ambient"
"436","1","5-2",2014-03-23 19:45:00,-0.9200013333333,-73.9015778662097,73.7801244764302,-10.4946533333333,-9.574652,0.00388121604919434,-0.0135571612045169,2014-03-23 19:38:00,2014-03-23,0.490709993973133,"Night",-3.49301894887585,0,428.600006103516,22.3600006103516,21.940975189209,81.3732299804688,5,2,"March",5,-0.146417341008783,-0.0122014450840652,-1.35571612045169e-05,"ambient"
"437","1","5-2",2014-03-23 20:00:00,-0.687863999999999,-279.634711913264,241.286304951883,-10.460915,-9.773051,-0.000644414976704866,-0.00742158992215991,2014-03-23 19:53:00,2014-03-23,0.634091943985639,"Night",11.516786838365,0,405.100006103516,22.8999996185303,22.4154796600342,76.615852355957,5,2,"March",5,-0.080153171159327,-0.00667943092994392,-7.42158992215991e-06,"ambient"
"438","1","5-2",2014-03-23 20:15:00,-0.3716346666666,17.3595531987877,-6.47704663182036,-10.4092133333333,-10.0375786666667,-0.000252863101195544,-0.0115283951163292,2014-03-23 20:08:00,2014-03-23,0.577591453390728,"Night",45.5914487397434,0,399.200012207031,22.3799991607666,21.819673538208,77.9124603271484,5,2,"March",5,-0.124506667256355,-0.0103755556046963,-1.15283951163292e-05,"ambient"
"439","1","5-2",2014-03-23 20:30:00,-0.6955425,54.4947086581257,-36.8989802169229,-10.6829675,-9.987425,-0.00020168763876427,-0.011880349367857,2014-03-23 20:23:00,2014-03-23,0.583494033672157,"Night",58.9046975840825,0,396.899993896484,22.2399997711182,21.6125373840332,77.4026184082031,5,2,"March",5,-0.128307773172856,-0.0106923144310713,-1.1880349367857e-05,"ambient"
"440","1","5-2",2014-03-23 20:45:00,-1.76458366666667,-10.5543613194086,19.1924135787389,-10.98973,-9.22514633333333,-0.00093874562298879,-0.0120662320405245,2014-03-23 20:38:00,2014-03-23,0.660600347186871,"Night",12.8535694282205,0,395.700012207031,22.3400001525879,21.7307224273682,74.6005630493164,5,2,"March",5,-0.130315306037665,-0.010859608836472,-1.20662320405245e-05,"ambient"
"441","1","5-2",2014-03-23 21:00:00,-1.83172425,-9.17361002703564,17.2817277843978,-10.8675425,-9.03581825,-0.000385872815968469,-0.011232235468924,2014-03-23 20:53:00,2014-03-23,0.678239864017796,"Night",29.1086466942047,0,396.899993896484,22.1200008392334,21.5818862915039,73.6840591430664,5,2,"March",5,-0.121308143064379,-0.0101090119220316,-1.1232235468924e-05,"ambient"
"442","1","5-2",2014-03-23 21:15:00,-1.74295033333337,-9.2650826728581,16.5941718688062,-10.7037966666667,-8.96084633333333,0.000574442790821195,-0.0105759100988507,2014-03-23 21:08:00,2014-03-23,0.631972934700156,"Night",-18.4107282184392,0,398.100006103516,21.9400005340576,21.3253536224365,75.0911636352539,5,2,"March",5,-0.114219829067588,-0.00951831908896563,-1.05759100988507e-05,"ambient"
"443","1","5-2",2014-03-23 21:30:00,-1.76283466666667,-9.28709381287278,16.8281426326694,-10.75745,-8.99461533333333,0.000574657402466983,-0.0103501873090863,2014-03-23 21:23:00,2014-03-23,0.599364878358354,"Night",-18.0110571353529,0,398.100006103516,21.6200008392334,21.1066818237305,76.0574798583984,5,2,"March",5,-0.111782022938132,-0.00931516857817767,-1.03501873090863e-05,"ambient"
"444","1","5-2",2014-03-23 21:45:00,-1.628397,-10.0007374594074,16.7371250696423,-10.717925,-9.089528,-0.00109985785093158,-0.0102527365088463,2014-03-23 21:38:00,2014-03-23,0.721992926118392,"Night",9.32187418597973,0,398.100006103516,22.0599994659424,21.4832191467285,71.8168334960938,5,2,"March",5,-0.11072955429554,-0.00922746285796167,-1.02527365088463e-05,"ambient"
"445","1","5-2",2014-03-23 22:00:00,-1.61643399999997,-9.78505640414071,16.2461509207993,-10.6049333333333,-8.98849933333333,-0.000897847872693092,-0.0126505680382252,2014-03-23 21:53:00,2014-03-23,0.749603200258709,"Night",14.0898791688171,0,399.200012207031,21.7800006866455,21.2451515197754,70.3092498779297,5,2,"March",5,-0.136626134812832,-0.0113855112344027,-1.26505680382252e-05,"ambient"
"446","1","5-2",2014-03-23 22:15:00,-1.55176725,-10.3837586842651,16.5547611576372,-10.5609925,-9.00922525,-0.000765296863391995,-0.0126176374033093,2014-03-23 22:08:00,2014-03-23,0.732467819176878,"Night",16.4872456779513,0,399.200012207031,21.3799991607666,20.8424263000488,70.2615814208984,5,2,"March",5,-0.13627048395574,-0.0113558736629784,-1.26176374033093e-05,"ambient"
"447","1","5-2",2014-03-23 22:30:00,-1.51597000000003,-10.9526215014648,17.0677159666798,-10.5743866666667,-9.05841666666667,-0.00146760791540146,-0.0115696089342237,2014-03-23 22:23:00,2014-03-23,0.634877438405356,"Night",7.88331053056417,0,402.799987792969,20.3999996185303,19.7452297210693,72.4165115356445,5,2,"March",5,-0.124951776489616,-0.0104126480408013,-1.15696089342237e-05,"ambient"
"448","1","5-2",2014-03-23 22:45:00,-1.44652975,-10.9961565232943,16.3381333863183,-10.52673,-9.08020025,-0.00024667102843523,-0.00762224989011884,2014-03-23 22:38:00,2014-03-23,0.571479957899722,"Night",30.9004666598706,0,405.100006103516,19.7999992370605,19.1772174835205,74.2785797119141,5,2,"March",5,-0.0823202988132835,-0.00686002490110696,-7.62224989011884e-06,"ambient"
"449","1","5-2",2014-03-23 23:00:00,-1.423063,-11.5761306224334,16.9309739740435,-10.54265,-9.119587,-0.0012881881557405,-0.0152588104829192,2014-03-23 22:53:00,2014-03-23,0.517423271639878,"Night",11.8451721628723,0,411,18.9799995422363,18.3845138549805,75.5288467407227,5,2,"March",5,-0.164795153215527,-0.0137329294346273,-1.52588104829192e-05,"ambient"
"450","1","5-2",2014-03-23 23:15:00,-1.309499,-12.40838769937,16.6948095368337,-10.46841,-9.158911,0.000915898592211306,-0.00729414680972695,2014-03-23 23:08:00,2014-03-23,0.506606932318377,"Night",-7.96392403237162,0,408.600006103516,18.9799995422363,18.4184913635254,76.0913696289062,5,2,"March",5,-0.0787767855450511,-0.00656473212875425,-7.29414680972695e-06,"ambient"
"451","1","5-2",2014-03-23 23:30:00,-1.21868299999997,-13.2611231453171,16.6008159421451,-10.3261833333333,-9.10750033333333,-0.00178773002699018,-0.018474567681551,2014-03-23 23:23:00,2014-03-23,0.455329126773822,"Night",10.3340926217225,0,423.899993896484,18.1000003814697,17.5466804504395,77.3003692626953,5,2,"March",5,-0.199525330960751,-0.0166271109133959,-1.8474567681551e-05,"ambient"
"452","1","5-2",2014-03-23 23:45:00,-0.902816250000001,-19.4169988715843,18.0328337094061,-10.3553525,-9.45253625,0.000188526988495141,-0.00755355507135391,2014-03-23 23:38:00,2014-03-23,0.453703409452493,"Night",-40.0661737168129,0,421.600006103516,18.1200008392334,17.5284690856934,77.3554077148438,5,2,"March",5,-0.0815783947706222,-0.00679819956421852,-7.55355507135391e-06,"ambient"
"453","1","5-2",2014-03-24 00:00:00,-0.96090433333333,-21.1371435784011,20.9550209994439,-10.43356,-9.47265566666667,0.000759702117647976,-0.00691995583474636,2014-03-23 23:53:00,2014-03-23,0.437416635516824,"Night",-9.10877523439111,0,423.899993896484,18.0799999237061,17.5577144622803,78.2085418701172,5,2,"March",5,-0.0747355230152607,-0.00622796025127172,-6.91995583474636e-06,"ambient"
"454","1","5-2",2014-03-24 00:15:00,-0.974539500000001,-27.4773219755715,27.8129129257626,-10.44157,-9.4670305,0.00124094332568347,-0.00660715671256185,2014-03-24 00:08:00,2014-03-24,0.418316531041723,"Night",-5.32430174353274,0,425.100006103516,18.2199993133545,17.6814842224121,79.3221130371094,5,2,"March",5,-0.071357292495668,-0.00594644104130567,-6.60715671256185e-06,"ambient"
"455","1","5-2",2014-03-24 00:30:00,-0.56926683333333,-80.2414099426235,48.3976405441487,-10.4989075,-9.92964066666667,4.57218193332665e-05,-0.00965166091918945,2014-03-24 00:23:00,2014-03-24,0.384501581389883,"Night",-211.095294542819,0,425.100006103516,17.8199996948242,17.3276195526123,80.5643157958984,5,2,"March",5,-0.104237937927246,-0.00868649482727051,-9.65166091918945e-06,"ambient"
"456","1","5-2",2014-03-24 00:45:00,-1.0090175,-17.9968309785309,18.6964903842078,-10.5828,-9.5737825,0.00112159526906908,-0.0148503594100475,2014-03-24 00:38:00,2014-03-24,0.345499523044958,"Night",-13.2403905576147,0,432.100006103516,17.7600002288818,17.1822814941406,82.37451171875,5,2,"March",5,-0.160383881628513,-0.0133653234690427,-1.48503594100475e-05,"ambient"
"457","1","5-2",2014-03-24 01:00:00,-1.00222583333333,-21.0029767383432,21.7373274929613,-10.5825725,-9.58034666666667,0.0016413489356637,-0.0115627972409129,2014-03-24 00:53:00,2014-03-24,0.354883884809885,"Night",-7.0446917103811,0,434.5,18.1800003051758,17.6791038513184,82.4550323486328,5,2,"March",5,-0.124878210201859,-0.0104065175168216,-1.15627972409129e-05,"ambient"
