"FluxH2O","FluxCO2","datetime","date","VPDair","period","WUE","chamber","PAR","RefCO2","TAref","Tair_al","RH_al","campaign","day","month","flux_campaign","datetimeFM","id"
-0.0060522286221385,0.0670315697789192,2014-01-19 06:38:00,2014-01-19,0.280391837380442,"Day",-11.0755184517855,7,310,420.399993896484,20.6599998474121,18.3866806030273,86.7408752441406,3,2,"January","3",2014-01-19 06:45:00,"3-2"
-0.00600681034848094,0.0479558482766151,2014-01-19 06:41:00,2014-01-19,0.367934350301597,"Day",-7.9835795529557,9,310,420.399993896484,20.6599998474121,19.2728729248047,83.5382080078125,3,2,"January","3",2014-01-19 06:45:00,"3-2"
-0.00594375794753432,0.0839801579713821,2014-03-23 14:58:00,2014-03-23,0.503230024975532,"Day",-14.1291349198061,5,488,391,20.2000007629395,20.1000061035156,78.6114044189453,5,2,"March","5",2014-03-23 15:00:00,"5-2"
-0.00572342565283179,-0.00717782368883491,2014-01-17 23:57:00,2014-01-17,0.611615537534095,"Night",1.25411320496205,10,0,434.5,18.0599994659424,19.9761848449707,73.8047790527344,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.00568781048059464,0.0552447065711021,2014-01-19 07:11:00,2014-01-19,1.10744323565566,"Day",-9.71282477845966,9,663.599975585938,409.799987792969,21.9799995422363,21.699951171875,57.3397789001465,3,2,"January","3",2014-01-19 07:15:00,"3-2"
-0.00541166495531797,-0.00651933578774333,2014-03-23 17:53:00,2014-03-23,0.456180534630022,"Day",1.20468207872641,1,23.7999992370605,403.899993896484,21.4200000762939,20.4736633300781,81.0534820556641,5,2,"March","5",2014-03-23 18:00:00,"5-2"
-0.00516054127365351,0.0095980204641819,2014-03-22 14:59:00,2014-03-22,1.81120235436684,"Day",-1.8598863869539,6,311.600006103516,388.700012207031,28.6200008392334,29.8035621643066,56.8297882080078,5,1,"March","5",2014-03-22 15:00:00,"5-1"
-0.00503668887540698,0.0701066106557846,2014-03-23 14:56:00,2014-03-23,0.441816131216102,"Day",-13.9191862729698,4,488,391,20.2000007629395,23.2246513366699,84.4859161376953,5,2,"March","5",2014-03-23 15:00:00,"5-2"
-0.00498466799035668,-0.00668594008311629,2014-01-18 00:29:00,2014-01-18,0.980258068597642,"Night",1.3413009845492,12,0,431,17.8199996948242,19.8602199554443,57.713321685791,3,1,"January","3",2014-01-18 00:30:00,"3-1"
-0.00478450814262033,-0.0131758050993085,2014-03-23 04:38:00,2014-03-23,0.134187552611996,"Night",2.75384735620755,1,0,458,19.7999992370605,18.2755928039551,93.6101989746094,5,1,"March","5",2014-03-23 04:45:00,"5-1"
-0.00455312663689256,-0.00171794404741377,2014-03-23 14:44:00,2014-03-23,0.659438841965075,"Day",0.377310842508487,6,69,392.200012207031,23.9200000762939,24.9046440124512,79.0643005371094,5,2,"March","5",2014-03-23 14:45:00,"5-2"
-0.00449671596288681,0.101611912250519,2014-01-18 07:01:00,2014-01-18,0.223499566706894,"Day",-22.5969158579644,1,653.799987792969,460.299987792969,19.1200008392334,18.6896839141846,89.6298065185547,3,1,"January","3",2014-01-18 07:15:00,"3-1"
-0.00448487047106028,0.072477675974369,2014-03-23 08:59:00,2014-03-23,0.505989653314049,"Day",-16.1604836621367,6,695,409.799987792969,22.0799999237061,24.1636962890625,83.2084655761719,5,2,"March","5",2014-03-23 09:00:00,"5-2"
-0.00438092369586229,0.0457716286182404,2013-12-07 06:35:00,2013-12-07,0.475519547686716,"Day",-10.4479401596222,3,618.200012207031,439.200012207031,14.1800003051758,14.2499227523804,70.7321624755859,2,1,"December","2",2013-12-07 06:45:00,"2-1"
-0.00429139705374837,-0.0131602855399251,2014-01-17 23:54:00,2014-01-17,0.55937134708572,"Night",3.06666695602778,8,0,434.5,18.0599994659424,20.1054592132568,76.233268737793,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.00422878423705697,-0.00931633077561855,2014-01-18 00:07:00,2014-01-18,0.658507962705429,"Night",2.20307545936708,6,0,447.399993896484,17.5200004577637,19.4773941040039,70.9100723266602,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00411189720034599,0.0143893882632256,2014-03-23 12:44:00,2014-03-23,1.34269669439712,"Day",-3.49945233602016,6,193.399993896484,392.200012207031,26.2600002288818,28.0012664794922,64.4808883666992,5,2,"March","5",2014-03-23 12:45:00,"5-2"
-0.00399451982229948,-0.0109915239736438,2014-01-17 23:52:00,2014-01-17,0.540625236161101,"Night",2.75165087735537,6,0,438,18.2800006866455,20.1713027954102,77.1230926513672,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.003951046615839,-0.00317390379495919,2014-01-18 18:12:00,2014-01-18,3.81876731062614,"Day",0.803307098993872,10,299.200012207031,393.399993896484,33.5200004577637,34.5572776794434,30.3976287841797,3,2,"January","3",2014-01-18 18:15:00,"3-2"
-0.0039170952513814,-0.0176359117031097,2014-01-18 00:02:00,2014-01-18,0.643641126860859,"Night",4.50229329932436,2,0,434.5,18.0599994659424,19.8172149658203,72.1603012084961,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00391133269295096,0.0173897407948971,2014-03-23 16:10:00,2014-03-23,0.360730151367601,"Day",-4.4459886591179,3,180.199996948242,389.899993896484,22.5400009155273,21.5546989440918,85.9802551269531,5,2,"March","5",2014-03-23 16:15:00,"5-2"
-0.0038819876499474,-0.00286715244874358,2013-10-20 22:18:00,2013-10-20,0.420249610408803,"Night",0.738578457039251,3,0,420.399993896484,15.9799995422363,15.3000497817993,75.8278503417969,1,2,"October","1",2013-10-20 22:30:00,"1-2"
-0.00378711265511811,-0.0103325415402651,2014-03-22 19:38:00,2014-03-22,0.536886559284381,"Night",2.72834279864929,1,0,412.200012207031,21.8400001525879,21.038158416748,78.4628601074219,5,1,"March","5",2014-03-22 19:45:00,"5-1"
-0.00371649349108338,-0.0105740828439593,2014-01-18 00:09:00,2014-01-18,0.657889085392002,"Night",2.84517728050074,8,0,447.399993896484,17.5200004577637,19.4087219238281,70.8130645751953,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00362780317664146,-0.0081771295517683,2014-01-17 23:59:00,2014-01-17,0.629182504811395,"Night",2.25401686740307,12,0,434.5,18.0599994659424,19.8115653991699,72.7761535644531,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.00359795987606049,-0.00793975871056318,2014-01-18 22:33:00,2014-01-18,1.14807396278526,"Night",2.20673909217038,3,0,402.799987792969,22.9200000762939,21.9984321594238,56.5728607177734,3,2,"January","3",2014-01-18 22:45:00,"3-2"
-0.00357296410948038,-0.0128702642396092,2014-03-22 19:14:00,2014-03-22,0.822685751686964,"Night",3.60212525098131,6,0,409.799987792969,23.2000007629395,25.8318977355957,75.2812194824219,5,1,"March","5",2014-03-22 19:15:00,"5-1"
-0.0035194477532059,0.056950930505991,2014-01-18 07:03:00,2014-01-18,0.135971662832657,"Day",-16.1817803529301,3,693.200012207031,456.799987792969,19.3600006103516,17.5657119750977,93.2295074462891,3,1,"January","3",2014-01-18 07:15:00,"3-1"
-0.00344093446619809,-0.0116337276995182,2014-02-24 03:35:00,2014-02-24,0.226942886614086,"Night",3.38097915371588,1,0,462.700012207031,18.3400001525879,17.3405227661133,88.5379028320312,4,2,"February","4",2014-02-24 03:45:00,"4-2"
-0.00339001300744712,0.107655622065067,2014-01-19 06:59:00,2014-01-19,0.53485925805375,"Day",-31.7566988175477,12,281.200012207031,409.799987792969,21.6599998474121,23.2743034362793,81.2749786376953,3,2,"January","3",2014-01-19 07:00:00,"3-2"
-0.00335181504487991,0.0119610875844955,2014-03-22 13:59:00,2014-03-22,2.23180113889567,"Day",-3.56854045475056,6,612.599975585938,391,29.4799995422363,31.5117874145508,51.746509552002,5,1,"March","5",2014-03-22 14:00:00,"5-1"
-0.00329431123100221,-0.00660300208255649,2014-01-18 00:04:00,2014-01-18,0.602770146203174,"Night",2.00436498543815,4,0,447.399993896484,17.5200004577637,19.7567806243896,73.8302307128906,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.0032903216779232,0.0357497930526733,2014-01-19 06:31:00,2014-01-19,0.167322206161866,"Day",-10.8651361635978,1,236.199996948242,423.899993896484,20.2199993133545,18.0080013275146,91.8973388671875,3,2,"January","3",2014-01-19 06:45:00,"3-2"
-0.00323837390169501,0.112641677260399,2014-01-19 06:43:00,2014-01-19,0.435892163706944,"Day",-34.7834069442817,11,534.400024414062,415.700012207031,21.2600002288818,19.1264896392822,80.3190612792969,3,2,"January","3",2014-01-19 06:45:00,"3-2"
-0.00321006728336215,0.0366011224687099,2014-03-23 14:51:00,2014-03-23,0.475580307560707,"Day",-11.4019798458476,12,519.200012207031,392.200012207031,20.1599998474121,23.0713558197021,83.1449279785156,5,2,"March","5",2014-03-23 15:00:00,"5-2"
-0.00319157587364316,-0.0148820299655199,2014-03-23 14:41:00,2014-03-23,0.683274195670226,"Day",4.66290965802175,4,69,392.200012207031,23.9200000762939,25.936149597168,79.5962829589844,5,2,"March","5",2014-03-23 14:45:00,"5-2"
-0.00318441237322986,-0.00346783292479813,2014-01-17 23:58:00,2014-01-17,0.479412821379157,"Night",1.08900246524316,11,0,439.200012207031,17.7999992370605,17.1002616882324,75.4156799316406,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.00309997494332492,0.0272183325141668,2014-03-23 14:53:00,2014-03-23,0.394991853535273,"Day",-8.78017823104512,1,519.200012207031,392.200012207031,20.1599998474121,20.3181533813477,83.4366302490234,5,2,"March","5",2014-03-23 15:00:00,"5-2"
-0.00305416178889573,-0.0156254861503839,2014-01-17 23:44:00,2014-01-17,0.504634760830495,"Night",5.11612914783848,12,0,438,18.2800006866455,20.3577613830566,78.8906097412109,3,1,"January","3",2014-01-17 23:45:00,"3-1"
-0.00303718517534435,0.0713035762310028,2014-02-23 08:41:00,2014-02-23,0.627576826637035,"Day",-23.4768616710763,6,548,399.200012207031,20.6200008392334,23.0499801635742,77.729248046875,4,2,"February","4",2014-02-23 08:45:00,"4-2"
-0.00295384298078716,0.0763306766748428,2014-02-23 08:46:00,2014-02-23,0.713498434989417,"Day",-25.8411422581785,10,574.799987792969,398.100006103516,20.6200008392334,23.1999435424805,74.908561706543,4,2,"February","4",2014-02-23 09:00:00,"4-2"
-0.00292838667519391,-0.0122672449797392,2014-02-23 00:56:00,2014-02-23,0.705184794715097,"Night",4.18907963338786,6,0,401.600006103516,19.8799991607666,22.1185665130615,73.5201416015625,4,1,"February","4",2014-02-23 01:00:00,"4-1"
-0.00291450228542089,-0.0114294290542603,2014-01-18 00:13:00,2014-01-18,0.595112945961893,"Night",3.92157148458358,11,0,440.299987792969,17.8400001525879,16.7000045776367,68.6979675292969,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00289278663694859,-0.00403865473344922,2014-01-18 22:27:00,2014-01-18,1.40592240513337,"Night",1.39611220608698,10,0,402.799987792969,23,25.1101627349854,55.9081764221191,3,2,"January","3",2014-01-18 22:30:00,"3-2"
-0.00287355692125857,-0.0109978932887316,2014-03-23 21:55:00,2014-03-23,0.809417740576484,"Night",3.8272752515773,3,0,399.200012207031,22.0799999237061,21.2415733337402,67.9330444335938,5,2,"March","5",2014-03-23 22:00:00,"5-2"
-0.00285340193659067,0.0805325359106064,2014-03-23 15:00:00,2014-03-23,0.456707981390094,"Day",-28.2233410154719,7,389,391,20.5799999237061,20.0470218658447,80.5249786376953,5,2,"March","5",2014-03-23 15:00:00,"5-2"
-0.00279110367409885,-0.00916746165603399,2013-10-20 19:37:00,2013-10-20,1.16965896359631,"Night",3.28452924952487,6,0,403.899993896484,21.2999992370605,23.4415664672852,59.4621734619141,1,2,"October","1",2013-10-20 19:45:00,"1-2"
-0.00275130267255008,0.0780148431658745,2014-02-23 09:11:00,2014-02-23,0.766637522085281,"Day",-28.3556018551624,6,584.400024414062,395.700012207031,20.8999996185303,23.4057636260986,73.3726043701172,4,2,"February","4",2014-02-23 09:15:00,"4-2"
-0.00273805717006326,-0.0124349053949118,2014-03-23 20:35:00,2014-03-23,0.711051357220186,"Night",4.54150685050323,11,0,395.700012207031,22.3400001525879,21.7031631469727,72.6147079467773,5,2,"March","5",2014-03-23 20:45:00,"5-2"
-0.00271317502483726,0.0608195848762989,2014-01-19 06:46:00,2014-01-19,0.575995063335854,"Day",-22.4163882976724,1,534.400024414062,415.700012207031,21.2600002288818,19.9242477416992,75.2509155273438,3,2,"January","3",2014-01-19 07:00:00,"3-2"
-0.00267955823801458,0.0825284570455551,2014-01-18 08:03:00,2014-01-18,1.30558571290563,"Day",-30.7992772370959,3,1162.80004882812,419.200012207031,23.2999992370605,22.2827854156494,51.4624557495117,3,1,"January","3",2014-01-18 08:15:00,"3-1"
-0.00265022017993033,-0.00689174002036452,2014-03-23 21:59:00,2014-03-23,1.08122871901424,"Night",2.60044054926248,6,0,399.200012207031,22.0799999237061,24.4238967895508,64.6736450195312,5,2,"March","5",2014-03-23 22:00:00,"5-2"
-0.00258952402509749,-0.0033475779928267,2014-01-18 00:08:00,2014-01-18,0.485002578448426,"Night",1.29273872741948,7,0,445,17.4200000762939,16.4792404174805,74.1290283203125,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.0025874946732074,-0.0121740195900202,2014-01-18 23:54:00,2014-01-18,1.4471055868102,"Night",4.70494479315373,8,0,399.200012207031,21.9599990844727,24.1102714538574,51.8229560852051,3,2,"January","3",2014-01-19 00:00:00,"3-2"
-0.00254254951141775,-0.00198603514581919,2013-10-20 23:31:00,2013-10-20,0.332394927341309,"Night",0.781119556138656,1,0,421.600006103516,15.8400001525879,14.9999856948853,80.5086364746094,1,2,"October","1",2013-10-20 23:45:00,"1-2"
-0.00252638687379658,-0.012906544841826,2014-01-18 22:14:00,2014-01-18,1.35707417827824,"Night",5.10869692036928,12,0,403.899993896484,23.0599994659424,25.3488750457764,58.0399627685547,3,2,"January","3",2014-01-18 22:15:00,"3-2"
-0.00245127500966191,-0.0117042576894164,2014-01-18 00:37:00,2014-01-18,1.02711864906924,"Night",4.77476319192382,6,0,431,17.8199996948242,19.8653717041016,55.7059783935547,3,1,"January","3",2014-01-18 00:45:00,"3-1"
-0.00240120943635702,-0.0114953871816397,2014-01-18 00:39:00,2014-01-18,1.06804812318701,"Night",4.78733217002504,8,0,436.799987792969,17.7600002288818,19.9218673706055,54.1018447875977,3,1,"January","3",2014-01-18 00:45:00,"3-1"
-0.00231166463345289,0.029652351513505,2014-03-23 16:08:00,2014-03-23,0.364854657329048,"Day",-12.8272722108543,1,227.600006103516,388.700012207031,22.7000007629395,21.2379684448242,85.5422439575195,5,2,"March","5",2014-03-23 16:15:00,"5-2"
-0.00230051367543638,0.0676780790090561,2014-02-23 08:38:00,2014-02-23,0.594935717210455,"Day",-29.4186814587044,4,548,399.200012207031,20.6200008392334,22.9891548156738,78.8097763061523,4,2,"February","4",2014-02-23 08:45:00,"4-2"
-0.00229631667025387,-0.0121065154671669,2014-01-18 23:22:00,2014-01-18,1.44068161030089,"Night",5.27214544230454,6,0,401.600006103516,22.7399997711182,24.8238868713379,54.0408248901367,3,2,"January","3",2014-01-18 23:30:00,"3-2"
-0.00228316173888743,-0.0170588586479425,2014-03-22 19:35:00,2014-03-22,0.551919482374764,"Night",7.47159448119309,11,0,412.200012207031,21.8400001525879,21.4628734588623,78.4288482666016,5,1,"March","5",2014-03-22 19:45:00,"5-1"
-0.00225162482820451,-0.00294105196371675,2013-10-21 03:41:00,2013-10-21,0.109340321684524,"Night",1.3061909457012,9,0,449.700012207031,12.960000038147,11.0505876541138,91.6986236572266,1,2,"October","1",2013-10-21 03:45:00,"1-2"
-0.00223646173253655,-0.00738658336922526,2014-03-23 17:55:00,2014-03-23,0.445203125931764,"Day",3.30279890854539,3,13,405.100006103516,20.8400001525879,20.5644721984863,81.6126403808594,5,2,"March","5",2014-03-23 18:00:00,"5-2"
-0.00220019719563425,-0.0122445542365313,2014-01-18 20:52:00,2014-01-18,1.61578533027273,"Night",5.56520763721888,6,0,403.899993896484,24.5799999237061,26.6627826690674,53.7740783691406,3,2,"January","3",2014-01-18 21:00:00,"3-2"
-0.00218870141543448,0.0190775915980339,2014-02-23 08:07:00,2014-02-23,0.409567333608874,"Day",-8.71639752389286,3,241.399993896484,401.600006103516,19.8600006103516,19.2009162902832,81.5932083129883,4,2,"February","4",2014-02-23 08:15:00,"4-2"
-0.0021634828299284,-0.00352741568349302,2013-10-21 00:23:00,2013-10-21,0.287008980772938,"Night",1.6304338701915,7,0,429.799987792969,14.8800001144409,13.8523693084717,81.8733520507812,1,2,"October","1",2013-10-21 00:30:00,"1-2"
-0.0021459546405822,-0.0068107764236629,2014-03-23 21:41:00,2014-03-23,0.982002922207064,"Night",3.17377464316539,4,0,398.100006103516,22.0200004577637,24.3786697387695,67.8286437988281,5,2,"March","5",2014-03-23 21:45:00,"5-2"
-0.00211270828731358,-0.0105940429493785,2014-01-17 23:53:00,2014-01-17,0.421294737619839,"Night",5.01443716247706,7,0,436.799987792969,18.1399993896484,17.2499408721924,78.5996551513672,3,1,"January","3",2014-01-18 00:00:00,"3-1"
-0.00205404218286276,0.0367183871567249,2014-01-19 06:48:00,2014-01-19,0.477234329573219,"Day",-17.8761602186523,3,534.400024414062,415.700012207031,21.2600002288818,19.9066123962402,79.4720077514648,3,2,"January","3",2014-01-19 07:00:00,"3-2"
-0.00204426050186157,-0.0110576367005706,2014-03-23 02:53:00,2014-03-23,0.193617297137915,"Night",5.40911331530455,1,0,455.600006103516,19.8400001525879,18.7478294372559,91.0489196777344,5,1,"March","5",2014-03-23 03:00:00,"5-1"
-0.00203812820836902,-0.0029262590687722,2014-01-17 17:33:00,2014-01-17,2.58440945347231,"Day",1.43575809252642,3,610.200012207031,389.899993896484,31.6800003051758,30.56569480896,41.0315322875977,3,1,"January","3",2014-01-17 17:45:00,"3-1"
-0.00202972185797989,-0.0103401551023126,2014-01-18 00:12:00,2014-01-18,0.729000552178532,"Night",5.09437047330403,10,0,447.399993896484,17.5200004577637,19.8007164001465,68.4359436035156,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00202764361165464,-0.00841587409377098,2013-10-20 22:28:00,2013-10-20,0.408143263500018,"Night",4.15056869234692,11,0,427.399993896484,16.8199996948242,15.4939575195312,76.8145294189453,1,2,"October","1",2013-10-20 22:30:00,"1-2"
-0.00202213972806931,-0.00668835081160069,2013-10-20 19:52:00,2013-10-20,1.31244618381555,"Night",3.30756115354431,6,0,401.600006103516,21.7600002288818,23.645622253418,55.0691223144531,1,2,"October","1",2013-10-20 20:00:00,"1-2"
-0.00200268416665494,0.0225146096199751,2014-01-19 06:33:00,2014-01-19,0.178638731681186,"Day",-11.242216818232,3,310,420.399993896484,20.6599998474121,18.3692417144775,91.5433197021484,3,2,"January","3",2014-01-19 06:45:00,"3-2"
-0.00199058721773326,0.0564139373600483,2014-01-19 07:33:00,2014-01-19,1.06938945880512,"Day",-28.3403494493893,3,601.200012207031,405.100006103516,23.0599994659424,22.2153606414795,60.080078125,3,2,"January","3",2014-01-19 07:45:00,"3-2"
-0.00199022400192916,-0.015696931630373,2014-03-22 19:05:00,2014-03-22,0.638406130027288,"Night",7.8870175493601,11,0,409.799987792969,23.5400009155273,23.1104869842529,77.4276580810547,5,1,"March","5",2014-03-22 19:15:00,"5-1"
-0.00198352336883545,-0.00624779425561428,2013-10-20 20:43:00,2013-10-20,0.65739508305248,"Night",3.14984655778592,11,0,411,18.0799999237061,17.612340927124,67.3621978759766,1,2,"October","1",2013-10-20 20:45:00,"1-2"
-0.00198228727094829,-0.00138955051079392,2013-12-06 22:50:00,2013-12-06,0.332326617515981,"Night",0.700983420091876,3,0,426.299987792969,13.3199996948242,12.3460693359375,76.8396148681641,2,1,"December","2",2013-12-06 23:00:00,"2-1"
-0.00197554798796773,-0.00338805094361305,2014-01-18 00:03:00,2014-01-18,0.473173252813287,"Night",1.71499298637558,3,0,439.200012207031,17.7999992370605,16.7781982421875,75.2350845336914,3,1,"January","3",2014-01-18 00:15:00,"3-1"
-0.00197386904619634,-0.0129007687792182,2013-10-20 19:44:00,2013-10-20,1.33207521310064,"Night",6.53577743877086,12,0,401.600006103516,21.7600002288818,23.9393081665039,55.1952171325684,1,2,"October","1",2013-10-20 19:45:00,"1-2"
-0.00195382768288255,0.0194438807666302,2014-03-23 13:18:00,2014-03-23,0.475225295581414,"Day",-9.95168659804429,9,216.399993896484,394.5,20.8600006103516,18.6658973693848,77.9171142578125,5,2,"March","5",2014-03-23 13:30:00,"5-2"
-0.00194248906336725,0.079450823366642,2014-02-23 10:36:00,2014-02-23,0.803414482678796,"Day",-40.9015550537599,2,280,394.5,21.6800003051758,23.3340072631836,71.9742126464844,4,2,"February","4",2014-02-23 10:45:00,"4-2"
-0.00192543084267527,-0.0138872005045414,2014-01-18 23:09:00,2014-01-18,1.41803751494068,"Night",7.21251586748552,8,0,401.600006103516,22.8600006103516,24.9019546508789,54.9732818603516,3,2,"January","3",2014-01-18 23:15:00,"3-2"
-0.00191064749378711,-0.0138093065470457,2014-03-23 21:28:00,2014-03-23,0.745925564849294,"Night",7.22755327288247,5,0,398.100006103516,22.0200004577637,21.394250869751,70.7236022949219,5,2,"March","5",2014-03-23 21:30:00,"5-2"
-0.00191025098320097,-0.0105459941551089,2013-10-20 20:33:00,2013-10-20,0.763096937210659,"Night",5.52073745693732,3,0,411,18.8799991607666,18.1979217529297,63.4849548339844,1,2,"October","1",2013-10-20 20:45:00,"1-2"
-0.00190945109352469,-0.00313895638100803,2014-01-18 00:28:00,2014-01-18,0.791749915477606,"Night",1.64390509484784,11,0,433.299987792969,18,17.1016311645508,59.4025344848633,3,1,"January","3",2014-01-18 00:30:00,"3-1"
-0.00186988594941795,-0.00697109242901206,2014-02-24 04:35:00,2014-02-24,0.209241020726217,"Night",3.72808428833962,1,0,466.200012207031,18.5,17.5395755767822,89.5639801025391,4,2,"February","4",2014-02-24 04:45:00,"4-2"
-0.00185336370486766,-0.0157064236700535,2014-01-18 22:17:00,2014-01-18,1.32412360767284,"Night",8.47455015375679,2,0,403.899993896484,23.2399997711182,25.0686950683594,58.3708801269531,3,2,"January","3",2014-01-18 22:30:00,"3-2"
-0.00181219831574708,0.00457579642534256,2014-03-23 17:43:00,2014-03-23,0.287641685584694,"Day",-2.5249976150961,5,43,403.899993896484,20.7199993133545,19.4998531341553,87.3110046386719,5,2,"March","5",2014-03-23 17:45:00,"5-2"
-0.00179105822462589,-0.00747725274413824,2014-03-22 19:11:00,2014-03-22,0.794921776548541,"Night",4.17476810152282,4,0,409.799987792969,23.2000007629395,25.9008026123047,76.2126159667969,5,1,"March","5",2014-03-22 19:15:00,"5-1"
-0.00178773002699018,-0.018474567681551,2014-03-23 23:23:00,2014-03-23,0.455329126773822,"Night",10.3340926217225,1,0,423.899993896484,18.1000003814697,17.5466804504395,77.3003692626953,5,2,"March","5",2014-03-23 23:30:00,"5-2"
-0.00177114992402494,0.0815189927816391,2014-01-18 08:18:00,2014-01-18,1.53425222953211,"Day",-46.0260261855118,3,1235.59997558594,416.899993896484,24.1000003814697,23.118724822998,45.7799224853516,3,1,"January","3",2014-01-18 08:30:00,"3-1"
-0.00173767434898764,0.0741310194134712,2014-02-23 08:28:00,2014-02-23,0.65785731650047,"Day",-42.6610541017997,8,418,399.200012207031,20.3799991607666,23.026668548584,76.6217575073242,4,2,"February","4",2014-02-23 08:30:00,"4-2"
-0.00172213173937052,-0.000136169648612849,2014-03-24 07:05:00,2014-03-24,0.386415642922843,"Day",0.0790704018164268,11,43.4000015258789,408.600006103516,20.0400009155273,19.5003108978271,82.9541854858398,5,2,"March","5",2014-03-24 07:15:00,"5-2"
-0.00169645587448031,0.0636816918849945,2013-12-07 06:13:00,2013-12-07,0.315946839913071,"Day",-37.5380773782299,9,487.600006103516,445,12.9799995422363,12.629054069519,78.3866348266602,2,1,"December","2",2013-12-07 06:15:00,"2-1"
-0.0016946509713307,-0.00926231127232313,2014-03-24 03:08:00,2014-03-24,0.218802465479532,"Night",5.4656158872939,1,0,438,18.7000007629395,17.9684295654297,89.3779830932617,5,2,"March","5",2014-03-24 03:15:00,"5-2"
-0.00167046731803566,-0.00827216636389494,2014-01-17 23:49:00,2014-01-17,0.476356513372001,"Night",4.95200730632812,4,0,438,18.2800006866455,20.2504272460938,79.9409942626953,3,1,"January","3",2014-01-18 00:00:00,"3-1"
